"","Year","Month","monthlywtmp","Station","Date"
"316",2015,4,17.6451923076923,"Wrightsville",2015-04-01
"317",2015,5,23.2701427982974,"Wrightsville",2015-05-01
"318",2015,6,27.1251323488437,"Wrightsville",2015-06-01
"319",2015,7,27.4272036474164,"Wrightsville",2015-07-01
"320",2015,8,28.9863871143129,"Wrightsville",2015-08-01
"321",2015,9,27.7671065425754,"Wrightsville",2015-09-01
"322",2015,10,23.6209344907093,"Wrightsville",2015-10-01
"323",2015,11,20.1147849088125,"Wrightsville",2015-11-01
"324",2015,12,18.1910491665499,"Wrightsville",2015-12-01
"325",2016,1,14.0574955043322,"Wrightsville",2016-01-01
"326",2016,2,11.4680828043855,"Wrightsville",2016-02-01
"327",2016,3,15.5529704998634,"Wrightsville",2016-03-01
"328",2016,4,18.093977001823,"Wrightsville",2016-04-01
"329",2016,5,22.5126926360246,"Wrightsville",2016-05-01
"330",2016,6,26.7559497258619,"Wrightsville",2016-06-01
"331",2016,7,28.2597173383825,"Wrightsville",2016-07-01
"332",2016,8,28.5457381016402,"Wrightsville",2016-08-01
"333",2016,9,28.1011639252858,"Wrightsville",2016-09-01
"334",2016,10,24.2437854633883,"Wrightsville",2016-10-01
"335",2016,11,18.979163174071,"Wrightsville",2016-11-01
"336",2016,12,14.7817569388305,"Wrightsville",2016-12-01
"337",2017,1,12.6273748654467,"Wrightsville",2017-01-01
"338",2017,2,14.091833030853,"Wrightsville",2017-02-01
"339",2017,3,14.6108119190815,"Wrightsville",2017-03-01
"340",2017,4,19.7817397454031,"Wrightsville",2017-04-01
"341",2017,5,23.5776331759946,"Wrightsville",2017-05-01
"342",2017,6,25.8155277777778,"Wrightsville",2017-06-01
"343",2017,7,26.7551203590371,"Wrightsville",2017-07-01
"344",2017,8,28.3055092156599,"Wrightsville",2017-08-01
"345",2017,9,26.8441589109599,"Wrightsville",2017-09-01
"346",2017,10,24.3399605227335,"Wrightsville",2017-10-01
"347",2017,11,18.6882716907675,"Wrightsville",2017-11-01
"348",2017,12,14.1637097859739,"Wrightsville",2017-12-01
"349",2018,1,8.66787739670537,"Wrightsville",2018-01-01
"350",2018,2,12.1600059559261,"Wrightsville",2018-02-01
"351",2018,3,13.3088298587761,"Wrightsville",2018-03-01
"352",2018,4,16.0327648614785,"Wrightsville",2018-04-01
"353",2018,5,21.4664912280702,"Wrightsville",2018-05-01
"354",2018,6,26.6148122392211,"Wrightsville",2018-06-01
"355",2018,7,29.2250271960838,"Wrightsville",2018-07-01
"356",2018,8,27.2584509938314,"Wrightsville",2018-08-01
"357",2018,9,28.8437295606427,"Wrightsville",2018-09-01
"358",2018,10,25.4163952225841,"Wrightsville",2018-10-01
"359",2018,11,19.7466467232503,"Wrightsville",2018-11-01
"360",2018,12,19.1447973957059,"Wrightsville",2018-12-01
"361",2019,1,16.2598073555166,"Wrightsville",2019-01-01
"362",2019,2,12.4005663438973,"Wrightsville",2019-02-01
"363",2019,3,13.53625,"Wrightsville",2019-03-01
"364",2019,4,17.0665253058954,"Wrightsville",2019-04-01
"365",2019,5,22.7733787245517,"Wrightsville",2019-05-01
"366",2019,6,25.6623608959008,"Wrightsville",2019-06-01
"367",2019,7,26.5954809688581,"Wrightsville",2019-07-01
"368",2019,8,28.3634179821551,"Wrightsville",2019-08-01
"369",2019,9,27.3668507890961,"Wrightsville",2019-09-01
"370",2019,10,23.9331561733442,"Wrightsville",2019-10-01
"371",2019,11,16.9568377314477,"Wrightsville",2019-11-01
"372",2019,12,13.0653239202658,"Wrightsville",2019-12-01
"373",2020,1,12.661993220339,"Wrightsville",2020-01-01
"374",2020,2,12.0025687409551,"Wrightsville",2020-02-01
"375",2020,3,14.1572648997713,"Wrightsville",2020-03-01
"376",2020,4,18.0145586389625,"Wrightsville",2020-04-01
"377",2020,5,21.3925871115297,"Wrightsville",2020-05-01
"378",2020,6,24.1465522035312,"Wrightsville",2020-06-01
"379",2020,7,27.8056290938865,"Wrightsville",2020-07-01
"380",2020,8,27.6829528052346,"Wrightsville",2020-08-01
"381",2020,9,26.618061551316,"Wrightsville",2020-09-01
"382",2020,10,23.027111201189,"Wrightsville",2020-10-01
"383",2020,11,20.0836934306569,"Wrightsville",2020-11-01
"384",2020,12,14.8088231338265,"Wrightsville",2020-12-01
"385",2021,1,11.3474043287327,"Wrightsville",2021-01-01
"386",2021,2,10.3266447368421,"Wrightsville",2021-02-01
"387",2021,3,13.0371309545372,"Wrightsville",2021-03-01
"388",2021,4,17.1840406289133,"Wrightsville",2021-04-01
"389",2021,5,21.2272789865051,"Wrightsville",2021-05-01
"390",2021,6,24.8273411371237,"Wrightsville",2021-06-01
"391",2021,7,27.3057206238236,"Wrightsville",2021-07-01
"392",2021,8,27.6527094258438,"Wrightsville",2021-08-01
"393",2021,9,26.0272986111111,"Wrightsville",2021-09-01
"394",2021,10,24.0451680958214,"Wrightsville",2021-10-01
"395",2021,11,17.1227948326156,"Wrightsville",2021-11-01
"396",2021,12,14.3679146919431,"Wrightsville",2021-12-01
