"","Year","Month","Day","dailywtmp"
"142",2011,5,22,24.5470833333333
"143",2011,5,23,25.2225
"144",2011,5,24,25.1191666666667
"145",2011,5,25,25.4175
"146",2011,5,26,25.55375
"147",2011,5,27,25.67625
"148",2011,5,28,25.8545833333333
"149",2011,5,29,25.9733333333333
"150",2011,5,30,26.6279166666667
"151",2011,5,31,26.51
"152",2011,6,1,26.3823529411765
"153",2011,6,2,26.8983333333333
"154",2011,6,3,26.6204166666667
"155",2011,6,4,25.0670833333333
"156",2011,6,5,24.8658333333333
"157",2011,6,6,24.4745833333333
"158",2011,6,7,25.1566666666667
"159",2011,6,8,25.9541666666667
"160",2011,6,9,26.3220833333333
"161",2011,6,10,26.0360515021459
"162",2011,6,11,26.0541666666667
"163",2011,6,12,26.2191666666667
"164",2011,6,13,26.30375
"165",2011,6,14,25.3516666666667
"166",2011,6,15,25.6558333333333
"167",2011,6,16,25.2741666666667
"168",2011,6,17,24.6505747126437
"169",2011,6,18,25.1270833333333
"170",2011,6,19,26.2166666666667
"171",2011,6,20,26.7445833333333
"172",2011,6,21,26.5770833333333
"173",2011,6,22,26.685
"174",2011,6,23,27.3071129707113
"175",2011,6,24,27.0754166666667
"176",2011,6,25,26.415
"177",2011,6,26,26.6183333333333
"178",2011,6,27,27.5008333333333
"179",2011,6,28,28.25375
"180",2011,6,29,27.4233333333333
"181",2011,6,30,26.2270833333333
"182",2011,7,1,27.0340336134454
"183",2011,7,2,27.7904166666667
"184",2011,7,3,27.9475
"185",2011,7,4,27.12125
"186",2011,7,5,27.0445833333333
"187",2011,7,6,27.2979166666667
"188",2011,7,7,27.7008333333333
"189",2011,7,8,26.6808333333333
"190",2011,7,9,25.7004166666667
"191",2011,7,10,26.4866666666667
"192",2011,7,11,27.6483333333333
"193",2011,7,12,28.2275
"194",2011,7,13,27.5483333333333
"195",2011,7,14,27.27125
"196",2011,7,15,25.84375
"197",2011,7,16,25.4554166666667
"198",2011,7,17,26.3575
"199",2011,7,18,27.4058333333333
"200",2011,7,19,27.6216666666667
"201",2011,7,20,27.58625
"202",2011,7,21,27.75625
"203",2011,7,22,28.69875
"204",2011,7,23,29.2691666666667
"205",2011,7,24,28.4625
"206",2011,7,25,28.27875
"207",2011,7,26,26.9216666666667
"208",2011,7,27,26.4520833333333
"209",2011,7,28,27.8895833333333
"210",2011,7,29,28.5183333333333
"211",2011,7,30,29.0075
"212",2011,7,31,28.585
"213",2011,8,1,28.1891213389121
"214",2011,8,2,28.8666666666667
"215",2011,8,3,29.11875
"216",2011,8,4,29.3679166666667
"217",2011,8,5,29.2716666666667
"218",2011,8,6,28.79625
"219",2011,8,7,28.72
"220",2011,8,8,29.4908333333333
"221",2011,8,9,29.9070833333333
"222",2011,8,10,29.7170833333333
"223",2011,8,11,29.39
"224",2011,8,12,29.0375
"225",2011,8,13,28.36
"226",2011,8,14,27.96
"227",2011,8,15,27.95875
"228",2011,8,16,28.21125
"229",2011,8,17,28.5804166666667
"230",2011,8,18,28.5708333333333
"231",2011,8,19,28.4270833333333
"232",2011,8,20,28.2579166666667
"233",2011,8,21,28.70375
"234",2011,8,22,28.2845833333333
"235",2011,8,23,26.9904166666667
"236",2011,8,24,25.9075
"237",2011,8,25,26.1841666666667
"238",2011,8,26,26.9245833333333
"239",2011,8,27,25.8579166666667
"240",2011,8,28,25.19375
"241",2011,8,29,26.9345833333333
"242",2011,8,30,28.29625
"243",2011,8,31,26.6470833333333
"244",2011,9,1,25.5933333333333
"245",2011,9,2,25.4220833333333
"246",2011,9,3,25.57625
"247",2011,9,4,26.1595833333333
"248",2011,9,5,26.7266666666667
"249",2011,9,6,26.4920833333333
"250",2011,9,7,26.8904166666667
"251",2011,9,8,27.65375
"252",2011,9,9,27.5641666666667
"253",2011,9,10,27.24125
"254",2011,9,11,27.0604166666667
"255",2011,9,12,27.3383333333333
"256",2011,9,13,27.3533333333333
"257",2011,9,14,27.83875
"258",2011,9,15,27.9120833333333
"259",2011,9,16,26.23
"260",2011,9,17,22.6583333333333
"261",2011,9,18,21.7495833333333
"262",2011,9,19,22.27375
"263",2011,9,20,23.2970833333333
"264",2011,9,21,23.81625
"265",2011,9,22,24.3783333333333
"266",2011,9,23,24.9791666666667
"267",2011,9,24,25.2083333333333
"268",2011,9,25,24.5920833333333
"269",2011,9,26,24.4042372881356
"270",2011,9,27,24.955462184874
"271",2011,9,28,25.6958333333333
"272",2011,9,29,26.3745833333333
"273",2011,9,30,25.9720833333333
"274",2011,10,1,24.88125
"275",2011,10,2,21.4758333333333
"276",2011,10,3,19.6216666666667
"277",2011,10,4,19.2954166666667
"278",2011,10,5,19.4316666666667
"279",2011,10,6,21.0708333333333
"280",2011,10,7,20.3933333333333
"281",2011,10,8,20.0854166666667
"282",2011,10,9,20.3275
"283",2011,10,10,20.5895833333333
"284",2011,10,11,20.8320833333333
"285",2011,10,12,20.68875
"286",2011,10,13,21.8433333333333
"287",2011,10,14,22.1845833333333
"288",2011,10,15,21.5345833333333
"289",2011,10,16,20.9291666666667
"290",2011,10,17,20.9533333333333
"291",2011,10,18,22.4029661016949
"292",2011,10,19,23.9078602620087
"293",2011,10,20,22.0017467248908
"294",2011,10,21,18.7383495145631
"295",2011,10,22,18.1816901408451
"296",2011,10,23,18.6552173913043
"297",2011,10,24,19.1978354978355
"298",2011,10,25,18.5045045045045
"299",2011,10,26,19.1121212121212
"300",2011,10,27,19.6164502164502
"301",2011,10,28,19.5939130434783
"302",2011,10,29,17.9469298245614
"303",2011,10,30,14.5541850220264
"304",2011,10,31,13.7665236051502
"305",2011,11,1,14.3441558441558
"306",2011,11,2,13.8516666666667
"307",2011,11,3,14.8125
"308",2011,11,4,15.8066666666667
"309",2011,11,5,13.9654166666667
"310",2011,11,6,13.3658333333333
"311",2011,11,7,14.2483333333333
"312",2011,11,8,15.1879166666667
"313",2011,11,9,15.8779166666667
"314",2011,11,10,16.8179166666667
"315",2011,11,11,15.90625
"316",2011,11,12,13.8083333333333
"317",2011,11,13,14.1875
"318",2011,11,14,15.6229166666667
"319",2011,11,15,16.8758333333333
"320",2011,11,16,18.1683333333333
"321",2011,11,17,19.2391666666667
"322",2011,11,18,14.9204166666667
"323",2011,11,19,13.4558333333333
"324",2011,11,20,15.3620833333333
"325",2011,11,21,17.0770833333333
"326",2011,11,22,17.9958333333333
"327",2011,11,23,18.9308333333333
"328",2011,11,24,16.6775
"329",2011,11,25,14.9154166666667
"330",2011,11,26,15.6354166666667
"331",2011,11,27,16.2266666666667
"332",2011,11,28,17.6216666666667
"333",2011,11,29,17.8854166666667
"334",2011,11,30,15.64375
"335",2011,12,1,13.1041666666667
"336",2011,12,2,11.8716666666667
"337",2011,12,3,12.5729166666667
"338",2011,12,4,13.0391666666667
"339",2011,12,5,14.1866666666667
"340",2011,12,6,15.02125
"341",2011,12,7,15.6720833333333
"342",2011,12,8,15.2425
"343",2011,12,9,13.6879166666667
"344",2011,12,10,13.7479166666667
"345",2011,12,11,11.4795833333333
"346",2011,12,12,11.0886075949367
"347",2011,12,13,11.71625
"348",2011,12,14,11.28125
"349",2011,12,15,11.8520833333333
"350",2011,12,16,12.90125
"351",2011,12,17,13.08375
"352",2011,12,18,10.6491666666667
"353",2011,12,19,10.37375
"354",2011,12,20,11.4654166666667
"355",2011,12,21,13.4275
"356",2011,12,22,15.8729166666667
"357",2011,12,23,17.25875
"358",2011,12,24,15.3666666666667
"359",2011,12,25,13.5395833333333
"360",2011,12,26,13.0775
"361",2011,12,27,13.0541666666667
"362",2011,12,28,14.0166666666667
"363",2011,12,29,11.4445833333333
"364",2011,12,30,11.7766666666667
"365",2011,12,31,12.3666666666667
"366",2012,1,1,13.0141666666667
"367",2012,1,2,13.8748878923767
"368",2012,1,3,9.73583333333333
"369",2012,1,4,5.86083333333333
"370",2012,1,5,6.54375
"371",2012,1,6,9.76125
"372",2012,1,7,11.4291666666667
"373",2012,1,8,12.1895833333333
"374",2012,1,9,11.7829166666667
"375",2012,1,10,11.8683333333333
"376",2012,1,11,12.8770833333333
"377",2012,1,12,13.8333333333333
"378",2012,1,13,13.0945833333333
"379",2012,1,14,9.25
"380",2012,1,15,7.7225
"381",2012,1,16,7.37833333333333
"382",2012,1,17,9.15166666666667
"383",2012,1,18,11.72625
"384",2012,1,19,9.56958333333333
"385",2012,1,20,10.2383333333333
"386",2012,1,21,11.59375
"387",2012,1,22,12.1616666666667
"388",2012,1,23,11.91875
"389",2012,1,24,13.265
"390",2012,1,25,13.2333333333333
"391",2012,1,26,13.0533333333333
"392",2012,1,27,14.0108333333333
"393",2012,1,28,14.3429166666667
"394",2012,1,29,13.34125
"395",2012,1,30,11.675
"396",2012,1,31,11.6604166666667
"397",2012,2,1,12.6991666666667
"398",2012,2,2,14.205
"399",2012,2,3,13.47
"400",2012,2,4,12.6666666666667
"401",2012,2,5,13.6341666666667
"402",2012,2,6,11.5670833333333
"403",2012,2,7,12.1275
"404",2012,2,8,11.9791666666667
"405",2012,2,9,10.875
"406",2012,2,10,11.2170833333333
"407",2012,2,11,11.52875
"408",2012,2,12,8.48
"409",2012,2,13,7.91916666666667
"410",2012,2,14,9.09416666666667
"411",2012,2,15,9.34666666666667
"412",2012,2,16,11.0241666666667
"413",2012,2,17,12.6433333333333
"414",2012,2,18,12.8425
"415",2012,2,19,13.2633333333333
"416",2012,2,20,10.3766666666667
"417",2012,2,21,10.79625
"418",2012,2,22,12.3070833333333
"419",2012,2,23,15.2358333333333
"420",2012,2,24,17.07375
"421",2012,2,25,15.8345833333333
"422",2012,2,26,10.485
"423",2012,2,27,10.8645833333333
"424",2012,2,28,12.3241666666667
"425",2012,2,29,14.0266666666667
"426",2012,3,1,15.3720833333333
"427",2012,3,2,16.4335714285714
"428",2012,3,5,11.5339130434783
"429",2012,3,6,10.2979079497908
"430",2012,3,7,10.4669456066946
"431",2012,3,8,12.3675
"432",2012,3,9,14.2949790794979
"433",2012,3,10,12.9908333333333
"434",2012,3,11,11.8604166666667
"435",2012,3,12,12.8354166666667
"436",2012,3,13,14.4741666666667
"437",2012,3,14,15.7991666666667
"438",2012,3,15,17.6616666666667
"439",2012,3,16,18.47375
"440",2012,3,17,19.2379166666667
"441",2012,3,18,19.25875
"442",2012,3,19,19.2591666666667
"443",2012,3,20,18.4408333333333
"444",2012,3,21,18.5770833333333
"445",2012,3,22,18.7783333333333
"446",2012,3,23,20.1883333333333
"447",2012,3,24,20.0083333333333
"448",2012,3,25,19.85125
"449",2012,3,26,19.7083333333333
"450",2012,3,27,16.655
"451",2012,3,28,14.7416666666667
"452",2012,3,29,16.5479166666667
"453",2012,3,30,17.5295833333333
"454",2012,3,31,17.3979166666667
"455",2012,4,1,17.0275
"456",2012,4,2,16.8625
"457",2012,4,3,16.28875
"458",2012,4,4,16.48
"459",2012,4,5,17.2383333333333
"460",2012,4,6,14.79625
"461",2012,4,7,12.3325
"462",2012,4,8,14.0829166666667
"463",2012,4,9,15.7820833333333
"464",2012,4,10,16.8075
"465",2012,4,11,16.79875
"466",2012,4,12,14.9420833333333
"467",2012,4,13,16.0774058577406
"468",2012,4,14,17.2
"469",2012,4,15,18.1191666666667
"470",2012,4,16,19.465
"471",2012,4,17,20.37375
"472",2012,4,18,20.8970833333333
"473",2012,4,19,20.4804166666667
"474",2012,4,20,19.8108333333333
"475",2012,4,21,20.0283333333333
"476",2012,4,22,20.7216666666667
"477",2012,4,23,18.9195833333333
"478",2012,4,24,16.89625
"479",2012,4,25,16.49875
"480",2012,4,26,18.46875
"481",2012,4,27,20.0729166666667
"482",2012,4,28,19.5020833333333
"483",2012,4,29,18.56
"484",2012,4,30,18.715
"485",2012,5,1,20.40375
"486",2012,5,2,21.5675
"487",2012,5,3,21.92
"488",2012,5,4,22.64625
"489",2012,5,5,23.1029166666667
"490",2012,5,6,22.82875
"491",2012,5,7,22.6195833333333
"492",2012,5,8,21.8716666666667
"493",2012,5,9,22.4895833333333
"494",2012,5,10,22.9308333333333
"495",2012,5,11,22.2183333333333
"496",2012,5,12,22.4033333333333
"497",2012,5,13,22.7525
"498",2012,5,14,22.27625
"499",2012,5,15,22.19
"500",2012,5,16,22.785
"501",2012,5,17,23.0104166666667
"502",2012,5,18,21.9445833333333
"503",2012,5,19,19.8566666666667
"504",2012,5,20,19.6995833333333
"505",2012,5,21,20.3970833333333
"506",2012,5,22,21.69875
"507",2012,5,23,22.2379166666667
"508",2012,5,24,22.6829166666667
"509",2012,5,25,24.1716666666667
"510",2012,5,26,24.2675
"511",2012,5,27,24.2920833333333
"512",2012,5,28,24.9154166666667
"513",2012,5,29,26.08375
"514",2012,5,30,25.5141666666667
"515",2012,5,31,24.1378723404255
"516",2012,6,1,25.3541666666667
"517",2012,6,2,25.5055793991416
"518",2012,6,3,24.8720833333333
"519",2012,6,4,24.4808333333333
"520",2012,6,5,23.52375
"521",2012,6,6,21.5683333333333
"522",2012,6,7,21.4091666666667
"523",2012,6,8,22.45625
"524",2012,6,9,23.71625
"525",2012,6,10,24.71875
"526",2012,6,11,25.21125
"527",2012,6,12,25.045
"528",2012,6,13,25.0925
"529",2012,6,14,24.2504166666667
"530",2012,6,15,22.7016666666667
"531",2012,6,16,22.6354166666667
"532",2012,6,17,22.7508403361345
"533",2012,6,18,23.2020833333333
"534",2012,6,19,24.0195833333333
"535",2012,6,20,25.1683333333333
"536",2012,6,21,26.12625
"537",2012,6,22,26.4220833333333
"538",2012,6,23,26.3808333333333
"539",2012,6,24,26.5954166666667
"540",2012,6,25,27.3404166666667
"541",2012,6,26,26.0829166666667
"542",2012,6,27,25.0129166666667
"543",2012,6,28,26.0183333333333
"544",2012,6,29,26.2858333333333
"545",2012,6,30,26.8845833333333
"546",2012,7,1,27.7025
"547",2012,7,2,26.4525
"548",2012,7,3,26.860593220339
"549",2012,7,4,27.8481981981982
"550",2012,7,5,27.3241666666667
"551",2012,7,6,27.07625
"552",2012,7,7,27.09
"553",2012,7,8,27.57
"554",2012,7,9,27.9891666666667
"555",2012,7,10,28.31625
"556",2012,7,11,27.6695833333333
"557",2012,7,12,27.1125
"558",2012,7,13,27.6408333333333
"559",2012,7,14,28.1983333333333
"560",2012,7,15,28.9
"561",2012,7,16,28.3104166666667
"562",2012,7,17,27.5995833333333
"563",2012,7,18,27.3158333333333
"564",2012,7,19,27.0129166666667
"565",2012,7,20,26.8116666666667
"566",2012,7,21,27.2608333333333
"567",2012,7,22,26.6420833333333
"568",2012,7,23,26.4145833333333
"569",2012,7,24,26.489406779661
"570",2012,7,25,26.7791666666667
"571",2012,7,26,26.1866666666667
"572",2012,7,27,27.1495833333333
"573",2012,7,28,27.3170833333333
"574",2012,7,29,27.8708333333333
"575",2012,7,30,27.0395833333333
"576",2012,7,31,26.6491666666667
"577",2012,8,1,26.11625
"578",2012,8,2,25.4533333333333
"579",2012,8,3,26.4729166666667
"580",2012,8,4,27.6433333333333
"581",2012,8,5,28.6066666666667
"582",2012,8,6,28.4308333333333
"583",2012,8,7,27.3508333333333
"584",2012,8,8,26.5221757322176
"585",2012,8,9,26.6316666666667
"586",2012,8,10,27.375
"587",2012,8,23,25.8328358208955
"588",2012,8,24,26.355
"589",2012,8,25,26.7758333333333
"590",2012,8,26,27.21
"591",2012,8,27,27.3451882845188
"592",2012,8,28,27.7958333333333
"593",2012,8,29,26.7516666666667
"594",2012,8,30,26.08625
"595",2012,8,31,26.77375
"596",2012,9,1,27.29875
"597",2012,9,2,27.5041666666667
"598",2012,9,3,27.5404166666667
"599",2012,9,4,27.2491666666667
"600",2012,9,5,27.2029166666667
"601",2012,9,6,27.5670833333333
"602",2012,9,7,27.6120833333333
"603",2012,9,8,27.93375
"604",2012,9,9,27.5829166666667
"605",2012,9,10,24.7775
"606",2012,9,11,24.0641666666667
"607",2012,9,12,23.7416666666667
"608",2012,9,13,24.1591666666667
"609",2012,9,14,24.9316666666667
"610",2012,9,15,24.895
"611",2012,9,16,24.8270833333333
"612",2012,9,17,24.9008333333333
"613",2012,9,18,25.11
"614",2012,9,19,25.428870292887
"615",2012,9,20,23.8108333333333
"616",2012,9,21,23.0204166666667
"617",2012,9,22,23.6958333333333
"618",2012,9,23,24.1220833333333
"619",2012,9,24,22.3241666666667
"620",2012,9,25,21.76
"621",2012,9,26,22.7925
"622",2012,9,27,23.9691666666667
"623",2012,9,28,24.9774058577406
"624",2012,9,29,25.11125
"625",2012,9,30,24.4504166666667
"626",2012,10,1,24.3266666666667
"627",2012,10,2,24.35875
"628",2012,10,3,24.7458333333333
"629",2012,10,4,25.8133333333333
"630",2012,10,5,25.7329166666667
"631",2012,10,6,25.3345833333333
"632",2012,10,7,25.4295833333333
"633",2012,10,8,24.0245833333333
"634",2012,10,9,22.83
"635",2012,10,10,22.0575630252101
"636",2012,10,11,20.7929166666667
"637",2012,10,12,20.4779166666667
"638",2012,10,13,19.6745833333333
"639",2012,10,14,20.0741666666667
"640",2012,10,15,21.7904166666667
"641",2012,10,16,21.3820833333333
"642",2012,10,17,20.3091666666667
"643",2012,10,18,20.7658333333333
"644",2012,10,19,22.0783333333333
"645",2012,10,20,22.4604166666667
"646",2012,10,21,20.9208333333333
"647",2012,10,22,19.3682403433476
"648",2012,10,23,19.5245833333333
"649",2012,10,24,20.30625
"650",2012,10,25,22.0733333333333
"651",2012,10,26,22.4254166666667
"652",2012,10,27,21.6091666666667
"653",2012,10,28,19.42375
"654",2012,10,29,17.7945833333333
"655",2012,10,30,16.39875
"656",2012,10,31,15.2275
"657",2012,11,1,14.7625
"658",2012,11,2,14.8780701754386
"659",2012,11,3,14.7371308016878
"660",2012,11,4,14.965690376569
"661",2012,11,5,13.6416666666667
"662",2012,11,6,12.43625
"663",2012,11,7,11.6825
"664",2012,11,8,11.4504201680672
"665",2012,11,9,11.665
"666",2012,11,10,12.44
"667",2012,11,11,13.01125
"668",2012,11,12,14.29125
"669",2012,11,13,15.37875
"670",2012,11,14,14.1200836820084
"671",2012,11,15,13.1808333333333
"672",2012,11,16,13.0725
"673",2012,11,17,12.83125
"674",2012,11,18,13.16125
"675",2012,11,19,13.9045833333333
"676",2012,11,20,14.1741666666667
"677",2012,11,21,13.8645833333333
"678",2012,11,22,13.26125
"679",2012,11,23,12.92125
"680",2012,11,24,12.7229166666667
"681",2012,11,25,11.2825
"682",2012,11,26,10.8916666666667
"683",2012,11,27,11.547280334728
"684",2012,11,28,11.5197478991597
"685",2012,11,29,11.1270833333333
"686",2012,11,30,11.5795833333333
"687",2012,12,1,11.7975
"688",2012,12,2,12.4066666666667
"689",2012,12,3,13.62625
"690",2012,12,4,13.8566666666667
"691",2012,12,5,14.2870833333333
"692",2012,12,6,13.96375
"693",2012,12,7,13.1266666666667
"694",2012,12,8,13.9220833333333
"695",2012,12,9,14.575
"696",2012,12,10,15.4254166666667
"697",2012,12,11,16.2870833333333
"698",2012,12,12,15.8354166666667
"699",2012,12,13,12.97875
"700",2012,12,14,12.04875
"701",2012,12,15,12.6635983263598
"702",2012,12,16,13.3079166666667
"703",2012,12,17,14.7840336134454
"704",2012,12,18,15.365
"705",2012,12,19,14.5816666666667
"706",2012,12,20,14.3770833333333
"707",2012,12,21,15.41875
"708",2012,12,22,10.0783333333333
"709",2012,12,23,10.0354166666667
"710",2012,12,24,11.0933333333333
"711",2012,12,25,12.4595833333333
"712",2012,12,26,13.0629166666667
"713",2012,12,27,13.76125
"714",2012,12,28,12.0425
"715",2012,12,29,12.8908333333333
"716",2012,12,30,12.1466666666667
"717",2012,12,31,9.93208333333333
"718",2013,1,1,10.7907172995781
"719",2013,1,2,11.0425
"720",2013,1,3,10.0270833333333
"721",2013,1,4,8.12959183673469
"722",2013,1,5,8.15708333333333
"723",2013,1,6,9.34291666666667
"724",2013,1,7,10.2170833333333
"725",2013,1,8,10.7383333333333
"726",2013,1,9,11.5308333333333
"727",2013,1,10,12.295
"728",2013,1,11,12.2920833333333
"729",2013,1,12,13.9309623430962
"730",2013,1,13,14.9220833333333
"731",2013,1,14,15.9480519480519
"732",2013,1,15,16.3829166666667
"733",2013,1,16,15.215
"734",2013,1,17,15.335
"735",2013,1,18,12.8425
"736",2013,1,19,10.3054166666667
"737",2013,1,20,11.1375
"738",2013,1,21,12.0275
"739",2013,1,22,12.0133333333333
"740",2013,1,23,9.23625
"741",2013,1,24,7.92458333333333
"742",2013,1,25,5.82333333333333
"743",2013,1,26,6.51125
"744",2013,1,27,5.85916666666667
"745",2013,1,28,6.84333333333333
"746",2013,1,29,8.90833333333333
"747",2013,1,30,12.1691666666667
"748",2013,1,31,14.5125
"749",2013,2,1,12.2117154811715
"750",2013,2,2,9.19833333333333
"751",2013,2,3,10.2104166666667
"752",2013,2,4,9.48
"753",2013,2,5,10.9495833333333
"754",2013,2,6,12.2295833333333
"755",2013,2,7,12.98
"756",2013,2,8,13.88875
"757",2013,2,9,12.5608333333333
"758",2013,2,10,11.1497907949791
"759",2013,2,11,11.9208333333333
"760",2013,2,12,14.25375
"761",2013,2,13,14.485
"762",2013,2,14,13.2975
"763",2013,2,15,12.9325
"764",2013,2,16,13.2658333333333
"765",2013,2,17,10.8504166666667
"766",2013,2,18,7.44208333333333
"767",2013,2,19,8.83333333333333
"768",2013,2,20,10.3158333333333
"769",2013,2,21,10.5383333333333
"770",2013,2,22,10.4133333333333
"771",2013,2,23,10.5358333333333
"772",2013,2,24,11.44625
"773",2013,2,25,10.82625
"774",2013,2,26,9.78166666666667
"775",2013,2,27,10.7095833333333
"776",2013,2,28,11.7259414225941
"777",2013,3,1,11.1483333333333
"778",2013,3,2,11.4995833333333
"779",2013,3,3,11.2095833333333
"780",2013,3,4,9.91458333333333
"781",2013,3,5,9.71541666666667
"782",2013,3,6,10.9004166666667
"783",2013,3,7,9.77458333333333
"784",2013,3,8,10.4308333333333
"785",2013,3,9,10.2520833333333
"786",2013,3,10,11.6666666666667
"787",2013,3,11,10.9108333333333
"788",2013,3,12,11.0783333333333
"789",2013,3,13,11.17375
"790",2013,3,14,11.8941422594142
"791",2013,3,15,11.7983122362869
"792",2013,3,16,12.5196652719665
"793",2013,3,17,14.0966666666667
"794",2013,3,18,14.4658333333333
"795",2013,3,19,16.21589958159
"796",2013,3,20,15.7479166666667
"797",2013,3,21,14.1441666666667
"798",2013,3,22,11.6125
"799",2013,3,23,12.6704166666667
"800",2013,3,24,14.4095833333333
"801",2013,3,25,12.8433333333333
"802",2013,3,26,11.2158333333333
"803",2013,3,27,11.8291666666667
"804",2013,3,28,11.4954166666667
"805",2013,3,29,11.38
"806",2013,3,30,11.8291666666667
"807",2013,3,31,12.26875
"808",2013,4,1,12.3545833333333
"809",2013,4,2,12.992050209205
"810",2013,4,3,12.9758333333333
"811",2013,4,4,12.393023255814
"812",2013,4,9,15.4245762711864
"813",2013,4,10,15.2779166666667
"814",2013,4,11,15.1904166666667
"815",2013,4,12,14.54875
"816",2013,4,13,14.7475
"817",2013,4,14,15.1825
"818",2013,4,15,16.3795833333333
"819",2013,4,16,15.9616666666667
"820",2013,4,17,16.9604166666667
"821",2013,4,18,18.4375
"822",2013,4,19,19.2225
"823",2013,4,20,17.395
"824",2013,4,21,16.3479166666667
"825",2013,4,22,14.731512605042
"826",2013,4,23,14.2383333333333
"827",2013,4,24,14.0691666666667
"828",2013,4,25,14.8054166666667
"829",2013,4,26,15.0854166666667
"830",2013,4,27,15.7954166666667
"831",2013,4,28,15.8491666666667
"832",2013,4,29,15.7516666666667
"833",2013,4,30,16.2166666666667
"834",2013,5,1,17.75125
"835",2013,5,2,18.29625
