"","Year","Month","Day","Date","dailywtmp","Station"
"39",2011,2,8,2011-02-08,9.69875,"Beaufort"
"40",2011,2,9,2011-02-09,9.57226890756302,"Beaufort"
"41",2011,2,10,2011-02-10,8.90583333333333,"Beaufort"
"42",2011,2,11,2011-02-11,7.69541666666667,"Beaufort"
"43",2011,2,12,2011-02-12,6.99666666666667,"Beaufort"
"44",2011,2,13,2011-02-13,7.44916666666667,"Beaufort"
"45",2011,2,14,2011-02-14,8.39125,"Beaufort"
"46",2011,2,15,2011-02-15,8.94525862068966,"Beaufort"
"47",2011,2,16,2011-02-16,8.87041666666667,"Beaufort"
"48",2011,2,17,2011-02-17,9.42170212765958,"Beaufort"
"49",2011,2,18,2011-02-18,10.3975,"Beaufort"
"50",2011,2,19,2011-02-19,11.1041666666667,"Beaufort"
"51",2011,2,20,2011-02-20,10.9325,"Beaufort"
"52",2011,2,21,2011-02-21,10.9270833333333,"Beaufort"
"53",2011,2,22,2011-02-22,11.4683333333333,"Beaufort"
"54",2011,2,23,2011-02-23,10.43375,"Beaufort"
"55",2011,2,24,2011-02-24,10.2979079497908,"Beaufort"
"56",2011,2,25,2011-02-25,11.1254166666667,"Beaufort"
"57",2011,2,26,2011-02-26,11.5658333333333,"Beaufort"
"58",2011,2,27,2011-02-27,11.5629166666667,"Beaufort"
"59",2011,2,28,2011-02-28,12.3858333333333,"Beaufort"
"60",2011,3,1,2011-03-01,13.1025210084034,"Beaufort"
"61",2011,3,2,2011-03-02,12.3041666666667,"Beaufort"
"62",2011,3,3,2011-03-03,12.2254166666667,"Beaufort"
"63",2011,3,4,2011-03-04,11.3258333333333,"Beaufort"
"64",2011,3,5,2011-03-05,11.70125,"Beaufort"
"65",2011,3,6,2011-03-06,12.3958333333333,"Beaufort"
"66",2011,3,7,2011-03-07,12.71125,"Beaufort"
"67",2011,3,8,2011-03-08,12.5254166666667,"Beaufort"
"68",2011,3,9,2011-03-09,12.5258333333333,"Beaufort"
"69",2011,3,10,2011-03-10,12.9225,"Beaufort"
"70",2011,3,11,2011-03-11,13.0808333333333,"Beaufort"
"71",2011,3,12,2011-03-12,12.6945833333333,"Beaufort"
"72",2011,3,13,2011-03-13,12.7845833333333,"Beaufort"
"73",2011,3,14,2011-03-14,13.4308333333333,"Beaufort"
"74",2011,3,15,2011-03-15,13.0733333333333,"Beaufort"
"75",2011,3,16,2011-03-16,13.1795833333333,"Beaufort"
"76",2011,3,17,2011-03-17,14.0241666666667,"Beaufort"
"77",2011,3,18,2011-03-18,14.2783333333333,"Beaufort"
"78",2011,3,19,2011-03-19,14.9091666666667,"Beaufort"
"79",2011,3,20,2011-03-20,14.7933333333333,"Beaufort"
"80",2011,3,21,2011-03-21,14.7266666666667,"Beaufort"
"81",2011,3,22,2011-03-22,15.1879166666667,"Beaufort"
"82",2011,3,23,2011-03-23,15.5779166666667,"Beaufort"
"83",2011,3,24,2011-03-24,15.8554166666667,"Beaufort"
"84",2011,3,25,2011-03-25,15.4047846889952,"Beaufort"
"85",2011,3,26,2011-03-26,14.5477272727273,"Beaufort"
"86",2011,3,27,2011-03-27,13.8858333333333,"Beaufort"
"87",2011,3,28,2011-03-28,12.0958333333333,"Beaufort"
"88",2011,3,29,2011-03-29,11.2020833333333,"Beaufort"
"89",2011,3,30,2011-03-30,11.9583333333333,"Beaufort"
"90",2011,3,31,2011-03-31,12.2370833333333,"Beaufort"
"91",2011,4,1,2011-04-01,12.6033613445378,"Beaufort"
"92",2011,4,2,2011-04-02,12.6654166666667,"Beaufort"
"93",2011,4,3,2011-04-03,12.935,"Beaufort"
"94",2011,4,4,2011-04-04,13.9570833333333,"Beaufort"
"95",2011,4,5,2011-04-05,15.07375,"Beaufort"
"96",2011,4,6,2011-04-06,15.0875,"Beaufort"
"97",2011,4,7,2011-04-07,15.1641666666667,"Beaufort"
"98",2011,4,8,2011-04-08,16.0041666666667,"Beaufort"
"99",2011,4,9,2011-04-09,16.745,"Beaufort"
"100",2011,4,10,2011-04-10,16.8345833333333,"Beaufort"
"101",2011,4,11,2011-04-11,17.738125,"Beaufort"
"102",2011,4,12,2011-04-12,18.35375,"Beaufort"
"103",2011,4,13,2011-04-13,18.2679166666667,"Beaufort"
"104",2011,4,14,2011-04-14,18.20625,"Beaufort"
"105",2011,4,15,2011-04-15,18.2570833333333,"Beaufort"
"106",2011,4,16,2011-04-16,18.43125,"Beaufort"
"107",2011,4,17,2011-04-17,18.2583333333333,"Beaufort"
"108",2011,4,18,2011-04-18,18.2095833333333,"Beaufort"
"109",2011,4,19,2011-04-19,18.81875,"Beaufort"
"110",2011,4,20,2011-04-20,19.53375,"Beaufort"
"111",2011,4,21,2011-04-21,20.0528138528139,"Beaufort"
"112",2011,4,22,2011-04-22,19.5416666666667,"Beaufort"
"113",2011,4,23,2011-04-23,19.6575,"Beaufort"
"114",2011,4,24,2011-04-24,20.5570833333333,"Beaufort"
"115",2011,4,25,2011-04-25,21.3929166666667,"Beaufort"
"116",2011,4,26,2011-04-26,21.91625,"Beaufort"
"117",2011,4,27,2011-04-27,21.9779166666667,"Beaufort"
"118",2011,4,28,2011-04-28,22.3595833333333,"Beaufort"
"119",2011,4,29,2011-04-29,22.1141666666667,"Beaufort"
"120",2011,4,30,2011-04-30,21.7658333333333,"Beaufort"
"121",2011,5,1,2011-05-01,21.4298319327731,"Beaufort"
"122",2011,5,2,2011-05-02,21.4204166666667,"Beaufort"
"123",2011,5,3,2011-05-03,21.8433333333333,"Beaufort"
"124",2011,5,4,2011-05-04,21.995,"Beaufort"
"125",2011,5,5,2011-05-05,21.1958333333333,"Beaufort"
"126",2011,5,6,2011-05-06,20.46375,"Beaufort"
"127",2011,5,7,2011-05-07,20.5929166666667,"Beaufort"
"128",2011,5,8,2011-05-08,20.9475,"Beaufort"
"129",2011,5,9,2011-05-09,20.9166666666667,"Beaufort"
"130",2011,5,10,2011-05-10,21.3641666666667,"Beaufort"
"131",2011,5,11,2011-05-11,21.3233333333333,"Beaufort"
"132",2011,5,12,2011-05-12,21.0875,"Beaufort"
"133",2011,5,13,2011-05-13,21.2887029288703,"Beaufort"
"134",2011,5,14,2011-05-14,21.8579166666667,"Beaufort"
"135",2011,5,15,2011-05-15,22.2379166666667,"Beaufort"
"136",2011,5,16,2011-05-16,22.37875,"Beaufort"
"137",2011,5,17,2011-05-17,22.3429166666667,"Beaufort"
"138",2011,5,18,2011-05-18,22.4879166666667,"Beaufort"
"139",2011,5,19,2011-05-19,22.4858333333333,"Beaufort"
"140",2011,5,20,2011-05-20,22.7141666666667,"Beaufort"
"141",2011,5,21,2011-05-21,23.3775,"Beaufort"
"142",2011,5,22,2011-05-22,24.09125,"Beaufort"
"143",2011,5,23,2011-05-23,24.8975,"Beaufort"
"144",2011,5,24,2011-05-24,25.18,"Beaufort"
"145",2011,5,25,2011-05-25,25.53,"Beaufort"
"146",2011,5,26,2011-05-26,25.7395833333333,"Beaufort"
"147",2011,5,27,2011-05-27,25.6654166666667,"Beaufort"
"148",2011,5,28,2011-05-28,25.7179166666667,"Beaufort"
"149",2011,5,29,2011-05-29,25.91625,"Beaufort"
"150",2011,5,30,2011-05-30,26.3629166666667,"Beaufort"
"151",2011,5,31,2011-05-31,26.6104166666667,"Beaufort"
"152",2011,6,1,2011-06-01,26.7890756302521,"Beaufort"
"153",2011,6,2,2011-06-02,27.0233333333333,"Beaufort"
"154",2011,6,3,2011-06-03,27.2425,"Beaufort"
"155",2011,6,4,2011-06-04,26.4458333333333,"Beaufort"
"156",2011,6,5,2011-06-05,26.0433333333333,"Beaufort"
"157",2011,6,6,2011-06-06,25.9258333333333,"Beaufort"
"158",2011,6,7,2011-06-07,26.2829166666667,"Beaufort"
"159",2011,6,8,2011-06-08,26.6270833333333,"Beaufort"
"160",2011,6,9,2011-06-09,26.6591666666667,"Beaufort"
"161",2011,6,10,2011-06-10,26.4038626609442,"Beaufort"
"162",2011,6,11,2011-06-11,26.22375,"Beaufort"
"163",2011,6,12,2011-06-12,26.4504166666667,"Beaufort"
"164",2011,6,13,2011-06-13,26.5345833333333,"Beaufort"
"165",2011,6,14,2011-06-14,26.54875,"Beaufort"
"166",2011,6,15,2011-06-15,26.4354166666667,"Beaufort"
"167",2011,6,16,2011-06-16,26.0970833333333,"Beaufort"
"168",2011,6,17,2011-06-17,25.9925287356322,"Beaufort"
"169",2011,6,18,2011-06-18,26.4970833333333,"Beaufort"
"170",2011,6,19,2011-06-19,26.7729166666667,"Beaufort"
"171",2011,6,20,2011-06-20,26.9670833333333,"Beaufort"
"172",2011,6,21,2011-06-21,26.8941666666667,"Beaufort"
"173",2011,6,22,2011-06-22,26.7154166666667,"Beaufort"
"174",2011,6,23,2011-06-23,27.0852941176471,"Beaufort"
"175",2011,6,24,2011-06-24,27.26625,"Beaufort"
"176",2011,6,25,2011-06-25,27.1045833333333,"Beaufort"
"177",2011,6,26,2011-06-26,27.1341666666667,"Beaufort"
"178",2011,6,27,2011-06-27,27.6425,"Beaufort"
"179",2011,6,28,2011-06-28,27.7285714285714,"Beaufort"
"180",2011,6,29,2011-06-29,27.4891666666667,"Beaufort"
"181",2011,6,30,2011-06-30,27.0920833333333,"Beaufort"
"182",2011,7,1,2011-07-01,27.6365546218487,"Beaufort"
"183",2011,7,2,2011-07-02,28.0354166666667,"Beaufort"
"184",2011,7,3,2011-07-03,28.0766666666667,"Beaufort"
"185",2011,7,4,2011-07-04,27.53875,"Beaufort"
"186",2011,7,5,2011-07-05,27.3033333333333,"Beaufort"
"187",2011,7,6,2011-07-06,27.4908333333333,"Beaufort"
"188",2011,7,7,2011-07-07,28.11625,"Beaufort"
"189",2011,7,8,2011-07-08,28.12875,"Beaufort"
"190",2011,7,9,2011-07-09,27.1383333333333,"Beaufort"
"191",2011,7,10,2011-07-10,27.3945833333333,"Beaufort"
"192",2011,7,11,2011-07-11,28.21625,"Beaufort"
"193",2011,7,12,2011-07-12,28.3529166666667,"Beaufort"
"194",2011,7,13,2011-07-13,28.565,"Beaufort"
"195",2011,7,14,2011-07-14,28.8520833333333,"Beaufort"
"196",2011,7,15,2011-07-15,27.5825,"Beaufort"
"197",2011,7,16,2011-07-16,26.8854166666667,"Beaufort"
"198",2011,7,17,2011-07-17,27.0329166666667,"Beaufort"
"199",2011,7,18,2011-07-18,27.5616666666667,"Beaufort"
"200",2011,7,19,2011-07-19,27.9433333333333,"Beaufort"
"201",2011,7,20,2011-07-20,28.1145833333333,"Beaufort"
"202",2011,7,21,2011-07-21,28.74,"Beaufort"
"203",2011,7,22,2011-07-22,29.1945833333333,"Beaufort"
"204",2011,7,23,2011-07-23,29.3204166666667,"Beaufort"
"205",2011,7,24,2011-07-24,29.16625,"Beaufort"
"206",2011,7,25,2011-07-25,28.8929166666667,"Beaufort"
"207",2011,7,26,2011-07-26,28.2625,"Beaufort"
"208",2011,7,27,2011-07-27,27.8970833333333,"Beaufort"
"209",2011,7,28,2011-07-28,28.36625,"Beaufort"
"210",2011,7,29,2011-07-29,28.5683333333333,"Beaufort"
"211",2011,7,30,2011-07-30,29.0454166666667,"Beaufort"
"212",2011,7,31,2011-07-31,29.7329166666667,"Beaufort"
"213",2011,8,1,2011-08-01,29.6816666666667,"Beaufort"
"214",2011,8,2,2011-08-02,29.6370833333333,"Beaufort"
"215",2011,8,3,2011-08-03,29.7454166666667,"Beaufort"
"216",2011,8,4,2011-08-04,29.7279166666667,"Beaufort"
"217",2011,8,5,2011-08-05,29.8654166666667,"Beaufort"
"218",2011,8,6,2011-08-06,29.9291666666667,"Beaufort"
"219",2011,8,7,2011-08-07,29.6966666666667,"Beaufort"
"220",2011,8,8,2011-08-08,29.7429166666667,"Beaufort"
"221",2011,8,9,2011-08-09,29.8679166666667,"Beaufort"
"222",2011,8,10,2011-08-10,29.5908333333333,"Beaufort"
"223",2011,8,11,2011-08-11,29.7125,"Beaufort"
"224",2011,8,12,2011-08-12,29.595,"Beaufort"
"225",2011,8,13,2011-08-13,28.8283333333333,"Beaufort"
"226",2011,8,14,2011-08-14,28.47875,"Beaufort"
"227",2011,8,15,2011-08-15,28.6733333333333,"Beaufort"
"228",2011,8,16,2011-08-16,28.6191666666667,"Beaufort"
"229",2011,8,17,2011-08-17,28.8045833333333,"Beaufort"
"230",2011,8,18,2011-08-18,28.7854166666667,"Beaufort"
"231",2011,8,19,2011-08-19,28.6325,"Beaufort"
"232",2011,8,20,2011-08-20,28.90125,"Beaufort"
"233",2011,8,21,2011-08-21,29.3208333333333,"Beaufort"
"234",2011,8,22,2011-08-22,28.97,"Beaufort"
"235",2011,8,23,2011-08-23,28.3591666666667,"Beaufort"
"236",2011,8,24,2011-08-24,27.6908333333333,"Beaufort"
"237",2011,8,25,2011-08-25,27.7029166666667,"Beaufort"
"238",2011,8,26,2011-08-26,28.06125,"Beaufort"
"239",2011,8,27,2011-08-27,26.41,"Beaufort"
"240",2011,8,28,2011-08-28,24.82125,"Beaufort"
"241",2011,8,29,2011-08-29,26.2604166666667,"Beaufort"
"242",2011,8,30,2011-08-30,27.2358333333333,"Beaufort"
"243",2011,8,31,2011-08-31,26.7729166666667,"Beaufort"
"244",2011,9,1,2011-09-01,26.3025,"Beaufort"
"245",2011,9,2,2011-09-02,26.3095833333333,"Beaufort"
"246",2011,9,3,2011-09-03,26.45375,"Beaufort"
"247",2011,9,4,2011-09-04,26.59875,"Beaufort"
"248",2011,9,5,2011-09-05,26.8833333333333,"Beaufort"
"249",2011,9,6,2011-09-06,27.1933333333333,"Beaufort"
"250",2011,9,7,2011-09-07,27.58,"Beaufort"
"251",2011,9,8,2011-09-08,27.57375,"Beaufort"
"252",2011,9,9,2011-09-09,27.2079166666667,"Beaufort"
"253",2011,9,10,2011-09-10,26.8116666666667,"Beaufort"
"254",2011,9,11,2011-09-11,26.7683333333333,"Beaufort"
"255",2011,9,12,2011-09-12,27.1954166666667,"Beaufort"
"256",2011,9,13,2011-09-13,27.3016666666667,"Beaufort"
"257",2011,9,14,2011-09-14,27.62375,"Beaufort"
"258",2011,9,15,2011-09-15,27.925,"Beaufort"
"259",2011,9,16,2011-09-16,26.9208333333333,"Beaufort"
"260",2011,9,17,2011-09-17,24.035,"Beaufort"
"261",2011,9,18,2011-09-18,22.6670833333333,"Beaufort"
"262",2011,9,19,2011-09-19,22.5479166666667,"Beaufort"
"263",2011,9,20,2011-09-20,23.2941666666667,"Beaufort"
"264",2011,9,21,2011-09-21,23.76,"Beaufort"
"265",2011,9,22,2011-09-22,24.3804166666667,"Beaufort"
"266",2011,9,23,2011-09-23,24.77375,"Beaufort"
"267",2011,9,24,2011-09-24,24.97875,"Beaufort"
"268",2011,9,25,2011-09-25,24.5316666666667,"Beaufort"
"269",2011,9,26,2011-09-26,24.2083333333333,"Beaufort"
"270",2011,9,27,2011-09-27,24.1654166666667,"Beaufort"
"271",2011,9,28,2011-09-28,24.5775,"Beaufort"
"272",2011,9,29,2011-09-29,25.5083333333333,"Beaufort"
"273",2011,9,30,2011-09-30,25.6120833333333,"Beaufort"
"274",2011,10,1,2011-10-01,25.1070833333333,"Beaufort"
"275",2011,10,2,2011-10-02,22.9433333333333,"Beaufort"
"276",2011,10,3,2011-10-03,21.5375,"Beaufort"
"277",2011,10,4,2011-10-04,21.0475,"Beaufort"
"278",2011,10,5,2011-10-05,20.9725,"Beaufort"
"279",2011,10,6,2011-10-06,21.3641666666667,"Beaufort"
"280",2011,10,7,2011-10-07,20.9208333333333,"Beaufort"
"281",2011,10,8,2011-10-08,20.675,"Beaufort"
"282",2011,10,9,2011-10-09,20.905,"Beaufort"
"283",2011,10,10,2011-10-10,21.0541666666667,"Beaufort"
"284",2011,10,11,2011-10-11,21.0216666666667,"Beaufort"
"285",2011,10,12,2011-10-12,20.83125,"Beaufort"
"286",2011,10,13,2011-10-13,21.7416666666667,"Beaufort"
"287",2011,10,14,2011-10-14,22.1016736401674,"Beaufort"
"288",2011,10,15,2011-10-15,21.8070833333333,"Beaufort"
"289",2011,10,16,2011-10-16,21.5945833333333,"Beaufort"
"290",2011,10,17,2011-10-17,21.4566666666667,"Beaufort"
"291",2011,10,18,2011-10-18,22.1370212765957,"Beaufort"
"292",2011,10,19,2011-10-19,22.646875,"Beaufort"
"293",2011,10,20,2011-10-20,21.4709821428571,"Beaufort"
"294",2011,10,21,2011-10-21,19.4268656716418,"Beaufort"
"295",2011,10,22,2011-10-22,19.1661971830986,"Beaufort"
"296",2011,10,23,2011-10-23,19.0304932735426,"Beaufort"
"297",2011,10,24,2011-10-24,19.134375,"Beaufort"
"298",2011,10,25,2011-10-25,19.0954545454545,"Beaufort"
"299",2011,10,26,2011-10-26,19.2522123893805,"Beaufort"
"300",2011,10,27,2011-10-27,19.7324444444444,"Beaufort"
"301",2011,10,28,2011-10-28,19.8189189189189,"Beaufort"
"302",2011,10,29,2011-10-29,18.6233183856502,"Beaufort"
"303",2011,10,30,2011-10-30,16.7806306306306,"Beaufort"
"304",2011,10,31,2011-10-31,15.9555066079295,"Beaufort"
"305",2011,11,1,2011-11-01,15.3312775330396,"Beaufort"
"306",2011,11,2,2011-11-02,15.3795833333333,"Beaufort"
"307",2011,11,3,2011-11-03,15.525,"Beaufort"
"308",2011,11,4,2011-11-04,16.1954166666667,"Beaufort"
"309",2011,11,5,2011-11-05,14.6254166666667,"Beaufort"
"310",2011,11,6,2011-11-06,13.8129166666667,"Beaufort"
"311",2011,11,7,2011-11-07,14.2,"Beaufort"
"312",2011,11,8,2011-11-08,14.8604166666667,"Beaufort"
"313",2011,11,9,2011-11-09,15.4558333333333,"Beaufort"
"314",2011,11,10,2011-11-10,16.2504166666667,"Beaufort"
"315",2011,11,11,2011-11-11,16.1775,"Beaufort"
"316",2011,11,12,2011-11-12,14.94,"Beaufort"
"317",2011,11,13,2011-11-13,14.8933333333333,"Beaufort"
"318",2011,11,14,2011-11-14,15.64625,"Beaufort"
"319",2011,11,15,2011-11-15,16.5204166666667,"Beaufort"
"320",2011,11,16,2011-11-16,17.3679166666667,"Beaufort"
"321",2011,11,17,2011-11-17,17.70875,"Beaufort"
"322",2011,11,18,2011-11-18,16.0070833333333,"Beaufort"
"323",2011,11,19,2011-11-19,14.49625,"Beaufort"
"324",2011,11,20,2011-11-20,14.8504166666667,"Beaufort"
"325",2011,11,21,2011-11-21,15.87875,"Beaufort"
"326",2011,11,22,2011-11-22,16.4970833333333,"Beaufort"
"327",2011,11,23,2011-11-23,16.96875,"Beaufort"
"328",2011,11,24,2011-11-24,16.2525,"Beaufort"
"329",2011,11,25,2011-11-25,15.3195833333333,"Beaufort"
"330",2011,11,26,2011-11-26,15.33,"Beaufort"
"331",2011,11,27,2011-11-27,15.6375,"Beaufort"
"332",2011,11,28,2011-11-28,16.2808333333333,"Beaufort"
"333",2011,11,29,2011-11-29,16.7970833333333,"Beaufort"
"334",2011,11,30,2011-11-30,15.4704166666667,"Beaufort"
"335",2011,12,1,2011-12-01,14.24125,"Beaufort"
"336",2011,12,2,2011-12-02,13.2708333333333,"Beaufort"
"337",2011,12,3,2011-12-03,13.0370833333333,"Beaufort"
"338",2011,12,4,2011-12-04,12.7591666666667,"Beaufort"
"339",2011,12,5,2011-12-05,13.365,"Beaufort"
"340",2011,12,6,2011-12-06,14.2595833333333,"Beaufort"
"341",2011,12,7,2011-12-07,15.0079166666667,"Beaufort"
"342",2011,12,8,2011-12-08,15.0458333333333,"Beaufort"
"343",2011,12,9,2011-12-09,13.97375,"Beaufort"
"344",2011,12,10,2011-12-10,13.8654166666667,"Beaufort"
"345",2011,12,11,2011-12-11,12.6920833333333,"Beaufort"
"346",2011,12,12,2011-12-12,11.7067510548523,"Beaufort"
"347",2011,12,13,2011-12-13,11.9479166666667,"Beaufort"
"348",2011,12,14,2011-12-14,12.1891666666667,"Beaufort"
"349",2011,12,15,2011-12-15,12.41,"Beaufort"
"350",2011,12,16,2011-12-16,13.1975,"Beaufort"
"351",2011,12,17,2011-12-17,13.5491666666667,"Beaufort"
"352",2011,12,18,2011-12-18,12.3,"Beaufort"
"353",2011,12,19,2011-12-19,11.56125,"Beaufort"
"354",2011,12,20,2011-12-20,11.8025,"Beaufort"
"355",2011,12,21,2011-12-21,12.4470833333333,"Beaufort"
"356",2011,12,22,2011-12-22,13.2375,"Beaufort"
"357",2011,12,23,2011-12-23,14.1120833333333,"Beaufort"
"358",2011,12,24,2011-12-24,14.0254166666667,"Beaufort"
"359",2011,12,25,2011-12-25,13.0945833333333,"Beaufort"
"360",2011,12,26,2011-12-26,12.9341666666667,"Beaufort"
"361",2011,12,27,2011-12-27,12.4879166666667,"Beaufort"
"362",2011,12,28,2011-12-28,12.4829166666667,"Beaufort"
"363",2011,12,29,2011-12-29,11.7795833333333,"Beaufort"
"364",2011,12,30,2011-12-30,11.7908333333333,"Beaufort"
"365",2011,12,31,2011-12-31,12.2543933054393,"Beaufort"
"366",2012,1,1,2012-01-01,12.6701680672269,"Beaufort"
"367",2012,1,2,2012-01-02,12.8076576576577,"Beaufort"
"368",2012,1,3,2012-01-03,11.1229166666667,"Beaufort"
"369",2012,1,4,2012-01-04,8.71004184100418,"Beaufort"
"370",2012,1,5,2012-01-05,8.75541666666667,"Beaufort"
"371",2012,1,6,2012-01-06,9.41958333333333,"Beaufort"
"372",2012,1,7,2012-01-07,10.1366666666667,"Beaufort"
"373",2012,1,8,2012-01-08,10.81625,"Beaufort"
"374",2012,1,9,2012-01-09,11.0545833333333,"Beaufort"
"375",2012,1,10,2012-01-10,11.05,"Beaufort"
"376",2012,1,11,2012-01-11,11.345,"Beaufort"
"377",2012,1,12,2012-01-12,11.6079166666667,"Beaufort"
"378",2012,1,13,2012-01-13,11.6533333333333,"Beaufort"
"379",2012,1,14,2012-01-14,10.4276150627615,"Beaufort"
"380",2012,1,15,2012-01-15,9.63916666666667,"Beaufort"
"381",2012,1,16,2012-01-16,8.83916666666667,"Beaufort"
"382",2012,1,17,2012-01-17,9.13041666666667,"Beaufort"
"383",2012,1,18,2012-01-18,10.2429166666667,"Beaufort"
"384",2012,1,19,2012-01-19,9.87125,"Beaufort"
"385",2012,1,20,2012-01-20,9.60833333333333,"Beaufort"
"386",2012,1,21,2012-01-21,10.2583333333333,"Beaufort"
"387",2012,1,22,2012-01-22,10.7704166666667,"Beaufort"
"388",2012,1,23,2012-01-23,10.2441666666667,"Beaufort"
"389",2012,1,24,2012-01-24,11.00125,"Beaufort"
"390",2012,1,25,2012-01-25,11.7279166666667,"Beaufort"
"391",2012,1,26,2012-01-26,11.9908333333333,"Beaufort"
"392",2012,1,27,2012-01-27,12.3970833333333,"Beaufort"
"393",2012,1,28,2012-01-28,12.8567226890756,"Beaufort"
"394",2012,1,29,2012-01-29,12.8941666666667,"Beaufort"
"395",2012,1,30,2012-01-30,12.2570833333333,"Beaufort"
"396",2012,1,31,2012-01-31,11.8329166666667,"Beaufort"
"397",2012,2,1,2012-02-01,12.03375,"Beaufort"
"398",2012,2,2,2012-02-02,12.61625,"Beaufort"
"399",2012,2,3,2012-02-03,12.7708333333333,"Beaufort"
"400",2012,2,4,2012-02-04,12.0375,"Beaufort"
"401",2012,2,5,2012-02-05,12.2579166666667,"Beaufort"
"402",2012,2,6,2012-02-06,11.73125,"Beaufort"
"403",2012,2,7,2012-02-07,11.4808333333333,"Beaufort"
"404",2012,2,8,2012-02-08,11.595,"Beaufort"
"405",2012,2,9,2012-02-09,11.3920833333333,"Beaufort"
"406",2012,2,10,2012-02-10,11.0779166666667,"Beaufort"
"407",2012,2,11,2012-02-11,11.1375,"Beaufort"
"408",2012,2,12,2012-02-12,9.345,"Beaufort"
"409",2012,2,13,2012-02-13,8.24958333333333,"Beaufort"
"410",2012,2,14,2012-02-14,8.79125,"Beaufort"
"411",2012,2,15,2012-02-15,9.34666666666667,"Beaufort"
"412",2012,2,16,2012-02-16,9.9475,"Beaufort"
"413",2012,2,17,2012-02-17,10.41125,"Beaufort"
"414",2012,2,18,2012-02-18,10.9483333333333,"Beaufort"
"415",2012,2,19,2012-02-19,11.5366666666667,"Beaufort"
"416",2012,2,20,2012-02-20,10.9104166666667,"Beaufort"
"417",2012,2,21,2012-02-21,10.28875,"Beaufort"
"418",2012,2,22,2012-02-22,10.95625,"Beaufort"
"419",2012,2,23,2012-02-23,12.0925,"Beaufort"
"420",2012,2,24,2012-02-24,13.1383333333333,"Beaufort"
"421",2012,2,25,2012-02-25,13.6358333333333,"Beaufort"
"422",2012,2,26,2012-02-26,12.0283333333333,"Beaufort"
"423",2012,2,27,2012-02-27,11.3808333333333,"Beaufort"
"424",2012,2,28,2012-02-28,12.0195833333333,"Beaufort"
"425",2012,2,29,2012-02-29,12.6116666666667,"Beaufort"
"426",2012,3,1,2012-03-01,13.3779166666667,"Beaufort"
"427",2012,3,2,2012-03-02,13.9616666666667,"Beaufort"
"428",2012,3,3,2012-03-03,13.8679166666667,"Beaufort"
"429",2012,3,4,2012-03-04,13.6379166666667,"Beaufort"
"430",2012,3,5,2012-03-05,12.5877118644068,"Beaufort"
"431",2012,3,6,2012-03-06,11.5941666666667,"Beaufort"
"432",2012,3,7,2012-03-07,11.3611814345992,"Beaufort"
"433",2012,3,8,2012-03-08,12.19,"Beaufort"
"434",2012,3,9,2012-03-09,13.3883333333333,"Beaufort"
